City,Date,Electricity Consumption,Source,Granularity
New York,2023-11-21,11020940300.0,eia-monthly-expanded,monthly_repeated
New York,2023-11-22,11020940300.0,eia-monthly-expanded,monthly_repeated
New York,2023-11-23,11020940300.0,eia-monthly-expanded,monthly_repeated
New York,2023-11-24,11020940300.0,eia-monthly-expanded,monthly_repeated
New York,2023-11-25,11020940300.0,eia-monthly-expanded,monthly_repeated
New York,2023-11-26,11020940300.0,eia-monthly-expanded,monthly_repeated
New York,2023-11-27,11020940300.0,eia-monthly-expanded,monthly_repeated
New York,2023-11-28,11020940300.0,eia-monthly-expanded,monthly_repeated
New York,2023-11-29,11020940300.0,eia-monthly-expanded,monthly_repeated
New York,2023-11-30,11020940300.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-01,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-02,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-03,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-04,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-05,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-06,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-07,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-08,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-09,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-10,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-11,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-12,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-13,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-14,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-15,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-16,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-17,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-18,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-19,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-20,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-21,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-22,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-23,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-24,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-25,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-26,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-27,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-28,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-29,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-30,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-10-31,10747588920.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-01,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-02,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-03,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-04,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-05,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-06,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-07,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-08,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-09,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-10,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-11,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-12,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-13,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-14,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-15,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-16,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-17,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-18,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-19,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-20,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-21,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-22,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-23,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-24,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-25,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-26,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-27,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-28,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-29,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-09-30,12679456650.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-01,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-02,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-03,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-04,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-05,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-06,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-07,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-08,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-09,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-10,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-11,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-12,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-13,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-14,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-15,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-16,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-17,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-18,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-19,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-20,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-21,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-22,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-23,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-24,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-25,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-26,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-27,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-28,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-29,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-30,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-08-31,13588069020.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-01,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-02,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-03,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-04,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-05,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-06,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-07,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-08,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-09,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-10,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-11,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-12,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-13,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-14,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-15,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-16,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-17,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-18,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-19,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-20,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-21,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-22,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-23,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-24,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-25,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-26,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-27,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-28,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-29,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-30,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-07-31,13987814970.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-01,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-02,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-03,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-04,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-05,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-06,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-07,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-08,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-09,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-10,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-11,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-12,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-13,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-14,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-15,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-16,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-17,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-18,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-19,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-20,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-21,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-22,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-23,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-24,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-25,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-26,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-27,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-28,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-29,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-06-30,11078688090.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-01,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-02,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-03,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-04,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-05,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-06,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-07,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-08,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-09,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-10,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-11,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-12,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-13,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-14,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-15,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-16,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-17,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-18,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-19,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-20,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-21,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-22,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-23,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-24,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-25,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-26,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-27,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-28,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-29,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-30,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-05-31,10197207310.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-01,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-02,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-03,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-04,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-05,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-06,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-07,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-08,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-09,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-10,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-11,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-12,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-13,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-14,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-15,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-16,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-17,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-18,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-19,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-20,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-21,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-22,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-23,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-24,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-25,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-26,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-27,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-28,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-29,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-04-30,10330123630.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-01,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-02,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-03,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-04,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-05,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-06,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-07,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-08,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-09,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-10,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-11,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-12,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-13,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-14,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-15,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-16,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-17,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-18,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-19,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-20,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-21,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-22,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-23,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-24,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-25,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-26,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-27,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-28,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-29,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-30,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-03-31,11221116430.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-01,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-02,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-03,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-04,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-05,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-06,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-07,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-08,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-09,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-10,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-11,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-12,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-13,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-14,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-15,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-16,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-17,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-18,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-19,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-20,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-21,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-22,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-23,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-24,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-25,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-26,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-27,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-02-28,11110591330.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-01,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-02,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-03,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-04,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-05,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-06,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-07,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-08,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-09,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-10,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-11,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-12,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-13,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-14,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-15,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-16,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-17,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-18,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-19,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-20,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-21,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-22,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-23,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-24,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-25,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-26,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-27,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-28,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-29,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-30,11907857700.0,eia-monthly-expanded,monthly_repeated
New York,2023-01-31,11907857700.0,eia-monthly-expanded,monthly_repeated
Cairo,2023-01-01,11162347761.61,estimated-monthly-expanded,monthly_repeated
Cairo,2023-01-02,11162347761.61,estimated-monthly-expanded,monthly_repeated
Cairo,2023-01-03,11162347761.61,estimated-monthly-expanded,monthly_repeated
Cairo,2023-01-04,11162347761.61,estimated-monthly-expanded,monthly_repeated
Cairo,2023-01-05,11162347761.61,estimated-monthly-expanded,monthly_repeated
Cairo,2023-01-06,11162347761.61,estimated-monthly-expanded,monthly_repeated
Cairo,2023-01-07,11162347761.61,estimated-monthly-expanded,monthly_repeated
Cairo,2023-01-08,11162347761.61,estimated-monthly-expanded,monthly_repeated
Cairo,2023-01-09,11162347761.61,estimated-monthly-expanded,monthly_repeated
Cairo,2023-01-10,11162347761.61,estimated-monthly-expanded,monthly_repeated
Cairo,2023-01-11,11162347761.61,estimated-monthly-expanded,monthly_repeated
Cairo,2023-01-12,11162347761.61,estimated-monthly-expanded,monthly_repeated
Cairo,2023-01-13,11162347761.61,estimated-monthly-expanded,monthly_repeated
Cairo,2023-01-14,11162347761.61,estimated-monthly-expanded,monthly_repeated
Cairo,2023-01-15,11162347761.61,estimated-monthly-expanded,monthly_repeated
Cairo,2023-01-16,11162347761.61,estimated-monthly-expanded,monthly_repeated
Cairo,2023-01-17,11162347761.61,estimated-monthly-expanded,monthly_repeated
Cairo,2023-01-18,11162347761.61,estimated-monthly-expanded,monthly_repeated
Cairo,2023-01-19,11162347761.61,estimated-monthly-expanded,monthly_repeated
Cairo,2023-01-20,11162347761.61,estimated-monthly-expanded,monthly_repeated
